g,Date,HomeTeam,AwayTeam,Hg,Ag,HFT,H2PT,H3PT,HT,AFT,A2PT,A3PT,AT,HomeWin
1,28/10/2008,Chicago Bulls,Milwaukee Bucks,4,16,33,30,5,108,15,31,6,95,1
2,28/10/2008,Boston Celtics,Cleveland Cavaliers,2,5,21,30,3,90,24,26,3,85,1
3,28/10/2008,Los Angeles Lakers,Portland Trail Blazers,13,25,15,30,7,96,8,19,10,76,1
4,29/10/2008,Orlando Magic,Atlanta Hawks,22,1,17,28,4,85,18,33,5,99,0
5,29/10/2008,San Antonio Spurs,Phoenix Suns,27,24,13,35,5,98,19,33,6,103,0
6,29/10/2008,Detroit Pistons,Indiana Pacers,8,11,14,34,6,100,24,29,4,94,1
7,29/10/2008,Washington Wizards,New Jersey Nets,30,18,20,25,5,85,15,31,6,95,0
8,29/10/2008,Los Angeles Clippers,Los Angeles Lakers,12,13,14,25,5,79,25,31,10,117,0
9,29/10/2008,Philadelphia 76ers,Toronto Raptors,23,28,21,24,5,84,13,26,10,95,0
10,29/10/2008,Golden State Warriors,New Orleans Hornets,9,19,22,27,9,103,19,34,7,108,0
11,29/10/2008,Oklahoma City Thunder,Milwaukee Bucks,21,16,22,31,1,87,21,28,7,98,0
12,29/10/2008,Minnesota Timberwolves,Sacramento Kings,17,26,11,39,3,98,19,31,5,96,1
13,29/10/2008,Utah Jazz,Denver Nuggets,29,7,22,35,2,98,18,32,4,94,1
14,29/10/2008,Houston Rockets,Memphis Grizzlies,10,14,21,23,5,82,9,31,0,71,1
15,29/10/2008,New York Knicks,Miami Heat,20,15,27,33,9,120,25,36,6,115,1
16,30/10/2008,Cleveland Cavaliers,Charlotte Bobcats,5,3,19,28,7,96,26,22,3,79,1
17,30/10/2008,Dallas Mavericks,Houston Rockets,6,10,28,31,4,102,29,31,7,112,0
18,30/10/2008,Phoenix Suns,New Orleans Hornets,24,19,14,30,7,95,21,24,13,108,0
19,31/10/2008,Boston Celtics,Chicago Bulls,2,4,30,30,2,96,28,23,2,80,1
20,31/10/2008,Toronto Raptors,Golden State Warriors,28,9,26,34,6,112,13,31,11,108,1
21,31/10/2008,Los Angeles Clippers,Denver Nuggets,12,7,26,34,3,103,34,35,3,113,0
22,31/10/2008,Memphis Grizzlies,Orlando Magic,14,22,24,28,2,86,16,19,10,84,1
23,31/10/2008,Philadelphia 76ers,New York Knicks,23,20,10,50,2,116,16,25,7,87,1
24,31/10/2008,Miami Heat,Sacramento Kings,15,26,19,30,8,103,17,27,2,77,1
25,31/10/2008,Portland Trail Blazers,San Antonio Spurs,25,27,18,32,6,100,14,29,9,99,1
26,01/11/2008,Orlando Magic,Sacramento Kings,22,26,25,36,8,121,20,34,5,103,1
27,01/11/2008,Denver Nuggets,Los Angeles Lakers,7,13,21,26,8,97,32,27,6,104,0
28,01/11/2008,Chicago Bulls,Memphis Grizzlies,4,14,24,24,8,96,19,29,3,86,1
29,01/11/2008,Utah Jazz,Los Angeles Clippers,29,12,13,41,2,101,18,26,3,79,1
30,01/11/2008,Atlanta Hawks,Philadelphia 76ers,1,23,9,31,8,95,12,29,6,88,1
31,01/11/2008,Houston Rockets,Oklahoma City Thunder,10,21,27,22,6,89,9,34,0,77,1
32,01/11/2008,New Orleans Hornets,Cleveland Cavaliers,19,5,25,29,7,104,11,27,9,92,1
33,01/11/2008,Minnesota Timberwolves,Dallas Mavericks,17,6,22,30,1,85,16,32,5,95,0
34,01/11/2008,Indiana Pacers,Boston Celtics,11,2,23,27,6,95,21,23,4,79,1
35,01/11/2008,Charlotte Bobcats,Miami Heat,3,15,21,32,5,100,18,27,5,87,1
36,01/11/2008,Milwaukee Bucks,Toronto Raptors,16,28,12,33,3,87,23,22,8,91,0
37,01/11/2008,New Jersey Nets,Golden State Warriors,18,9,21,29,6,97,34,25,7,105,0
38,01/11/2008,Detroit Pistons,Washington Wizards,8,30,27,36,6,117,23,37,4,109,1
39,01/11/2008,Phoenix Suns,Portland Trail Blazers,24,25,25,32,6,107,13,28,9,96,1
40,02/11/2008,Oklahoma City Thunder,Minnesota Timberwolves,21,17,13,36,1,88,16,30,3,85,1
41,02/11/2008,New York Knicks,Milwaukee Bucks,20,16,14,18,12,86,18,32,4,94,0
42,03/11/2008,Orlando Magic,Chicago Bulls,22,4,21,24,9,96,12,33,5,93,1
43,03/11/2008,Los Angeles Clippers,Utah Jazz,12,29,9,23,6,73,25,32,0,89,0
44,03/11/2008,Philadelphia 76ers,Sacramento Kings,23,26,25,35,10,125,15,32,4,91,1
45,03/11/2008,Charlotte Bobcats,Detroit Pistons,3,8,28,23,3,83,9,34,8,101,0
46,03/11/2008,Dallas Mavericks,Cleveland Cavaliers,6,5,20,26,3,81,25,30,5,100,0
47,03/11/2008,Memphis Grizzlies,Golden State Warriors,14,9,14,32,4,90,10,30,3,79,1
48,04/11/2008,San Antonio Spurs,Dallas Mavericks,27,6,14,23,7,81,5,36,7,98,0
49,04/11/2008,Houston Rockets,Boston Celtics,10,2,24,27,7,99,20,37,3,103,0
50,04/11/2008,New Jersey Nets,Phoenix Suns,18,24,23,21,7,86,16,31,12,114,0
51,05/11/2008,Miami Heat,Philadelphia 76ers,15,23,22,33,6,106,24,22,5,83,1
52,05/11/2008,Cleveland Cavaliers,Chicago Bulls,5,4,28,32,5,107,23,23,8,93,1
53,05/11/2008,Los Angeles Lakers,Los Angeles Clippers,13,12,32,25,8,106,10,27,8,88,1
54,05/11/2008,Milwaukee Bucks,Washington Wizards,16,30,17,40,5,112,34,32,2,104,1
55,05/11/2008,Golden State Warriors,Denver Nuggets,9,7,25,40,2,111,21,37,2,101,1
56,05/11/2008,Indiana Pacers,Phoenix Suns,11,24,20,28,9,103,22,38,5,113,0
57,05/11/2008,Utah Jazz,Portland Trail Blazers,29,25,21,35,4,103,22,22,10,96,1
58,05/11/2008,Oklahoma City Thunder,Boston Celtics,21,2,15,25,6,83,17,29,7,96,0
59,05/11/2008,New York Knicks,Charlotte Bobcats,20,3,13,26,12,101,11,36,5,98,1
60,05/11/2008,New Orleans Hornets,Atlanta Hawks,19,1,12,23,7,79,7,22,12,87,0
61,05/11/2008,Minnesota Timberwolves,San Antonio Spurs,17,27,23,39,8,125,23,44,6,129,0
62,05/11/2008,Toronto Raptors,Detroit Pistons,28,8,19,28,6,93,19,36,3,100,0
63,05/11/2008,Sacramento Kings,Memphis Grizzlies,26,14,16,33,6,100,22,20,11,95,1
64,06/11/2008,Orlando Magic,Philadelphia 76ers,22,23,15,28,9,98,11,31,5,88,1
65,06/11/2008,Portland Trail Blazers,Houston Rockets,25,10,13,35,6,101,19,31,6,99,1
66,07/11/2008,Boston Celtics,Milwaukee Bucks,2,16,21,34,4,101,21,25,6,89,1
67,07/11/2008,Chicago Bulls,Phoenix Suns,4,24,14,34,6,100,23,24,4,83,1
68,07/11/2008,Denver Nuggets,Dallas Mavericks,7,6,37,31,3,108,14,26,13,105,1
69,07/11/2008,Cleveland Cavaliers,Indiana Pacers,5,11,24,33,7,111,11,33,10,107,1
70,07/11/2008,Utah Jazz,Oklahoma City Thunder,29,21,26,30,6,104,22,30,5,97,1
71,07/11/2008,New Jersey Nets,Detroit Pistons,18,8,30,32,3,103,30,18,10,96,1
72,07/11/2008,Los Angeles Clippers,Houston Rockets,12,10,8,33,3,83,18,28,6,92,0
73,07/11/2008,Atlanta Hawks,Toronto Raptors,1,28,10,32,12,110,18,31,4,92,1
74,07/11/2008,Golden State Warriors,Memphis Grizzlies,9,14,30,34,2,104,22,36,5,109,0
75,07/11/2008,San Antonio Spurs,Miami Heat,27,15,8,21,11,83,20,29,7,99,0
76,07/11/2008,Washington Wizards,New York Knicks,30,20,11,41,5,108,9,33,13,114,0
77,07/11/2008,Charlotte Bobcats,New Orleans Hornets,3,19,29,21,7,92,14,21,11,89,1
78,07/11/2008,Sacramento Kings,Minnesota Timberwolves,26,17,22,39,7,121,29,28,8,109,1
79,08/11/2008,Orlando Magic,Washington Wizards,22,30,20,31,8,106,13,25,6,81,1
80,08/11/2008,Chicago Bulls,Cleveland Cavaliers,4,5,20,31,5,97,24,32,6,106,0
81,08/11/2008,Milwaukee Bucks,Phoenix Suns,16,24,17,32,5,96,44,21,6,104,0
82,08/11/2008,New Orleans Hornets,Miami Heat,19,15,22,24,10,100,19,23,8,89,1
83,08/11/2008,Portland Trail Blazers,Minnesota Timberwolves,25,17,22,27,7,97,18,30,5,93,1
84,08/11/2008,Indiana Pacers,New Jersey Nets,11,18,15,25,11,98,16,23,6,80,1
85,09/11/2008,Los Angeles Lakers,Houston Rockets,13,10,18,33,9,111,13,24,7,82,1
86,09/11/2008,Denver Nuggets,Memphis Grizzlies,7,14,30,29,4,100,31,22,5,90,1
87,09/11/2008,Oklahoma City Thunder,Atlanta Hawks,21,1,15,32,2,85,24,22,7,89,0
88,09/11/2008,Los Angeles Clippers,Dallas Mavericks,12,6,18,29,9,103,17,33,3,92,1
89,09/11/2008,New York Knicks,Utah Jazz,20,29,24,25,11,107,14,35,5,99,1
90,09/11/2008,Sacramento Kings,Golden State Warriors,26,9,26,37,5,115,17,36,3,98,1
91,09/11/2008,Charlotte Bobcats,Toronto Raptors,3,28,14,25,5,79,15,31,4,89,0
92,09/11/2008,Detroit Pistons,Boston Celtics,8,2,19,21,5,76,18,29,4,88,0
93,10/11/2008,Boston Celtics,Toronto Raptors,2,28,24,26,6,94,13,25,8,87,1
94,10/11/2008,Orlando Magic,Portland Trail Blazers,22,25,28,25,7,99,27,26,9,106,0
95,10/11/2008,Miami Heat,New Jersey Nets,15,18,26,20,11,99,15,20,13,94,1
96,10/11/2008,Indiana Pacers,Oklahoma City Thunder,11,21,21,37,4,107,22,31,5,99,1
97,10/11/2008,Phoenix Suns,Memphis Grizzlies,24,14,25,29,8,107,22,34,4,102,1
98,11/11/2008,Chicago Bulls,Atlanta Hawks,4,1,18,36,6,108,28,32,7,113,0
99,11/11/2008,Cleveland Cavaliers,Milwaukee Bucks,5,16,26,32,3,99,26,23,7,93,1
100,11/11/2008,Charlotte Bobcats,Denver Nuggets,3,7,11,24,7,80,20,28,4,88,0
101,11/11/2008,Golden State Warriors,Minnesota Timberwolves,9,17,29,30,8,113,11,42,5,110,1
102,11/11/2008,Sacramento Kings,Detroit Pistons,26,8,10,35,4,92,30,26,6,100,0
103,11/11/2008,Philadelphia 76ers,Utah Jazz,23,29,20,27,2,80,13,34,4,93,0
104,11/11/2008,San Antonio Spurs,New York Knicks,27,20,12,28,8,92,11,21,9,80,1
105,11/11/2008,Dallas Mavericks,Los Angeles Lakers,6,13,21,30,6,99,20,40,2,106,0
106,12/11/2008,Boston Celtics,Atlanta Hawks,2,1,34,27,5,103,27,18,13,102,1
107,12/11/2008,Miami Heat,Portland Trail Blazers,15,25,19,25,9,96,23,30,7,104,0
108,12/11/2008,Memphis Grizzlies,New York Knicks,14,20,18,35,5,103,9,33,19,132,0
109,12/11/2008,Phoenix Suns,Houston Rockets,24,10,15,29,3,82,10,33,6,94,0
110,12/11/2008,Washington Wizards,Utah Jazz,30,29,32,24,5,95,14,26,7,87,1
111,12/11/2008,Oklahoma City Thunder,Orlando Magic,21,22,21,31,3,92,20,34,7,109,0
112,12/11/2008,New Jersey Nets,Indiana Pacers,18,11,11,26,8,87,22,29,6,98,0
113,12/11/2008,New Orleans Hornets,Los Angeles Lakers,19,13,13,29,5,86,23,26,6,93,0
114,12/11/2008,Milwaukee Bucks,San Antonio Spurs,16,27,18,29,2,82,7,25,7,78,1
115,12/11/2008,Toronto Raptors,Philadelphia 76ers,28,23,23,29,5,96,14,37,6,106,0
116,12/11/2008,Los Angeles Clippers,Sacramento Kings,12,26,20,24,10,98,14,37,5,103,0
117,13/11/2008,Chicago Bulls,Dallas Mavericks,4,6,25,32,3,98,23,28,4,91,1
118,13/11/2008,Cleveland Cavaliers,Denver Nuggets,5,7,10,41,6,110,21,27,8,99,1
119,13/11/2008,Golden State Warriors,Detroit Pistons,9,8,27,36,1,102,23,33,6,107,0
120,14/11/2008,Boston Celtics,Denver Nuggets,2,7,17,19,10,85,11,34,5,94,0
121,14/11/2008,Miami Heat,Washington Wizards,15,30,10,33,7,97,10,26,5,77,1
122,14/11/2008,Los Angeles Lakers,Detroit Pistons,13,8,11,36,4,95,29,28,7,106,0
123,14/11/2008,Dallas Mavericks,Orlando Magic,6,22,19,33,5,100,27,24,9,102,0
124,14/11/2008,New Jersey Nets,Atlanta Hawks,18,1,32,31,7,115,17,23,15,108,1
125,14/11/2008,New Orleans Hornets,Portland Trail Blazers,19,25,20,23,7,87,15,23,7,82,1
126,14/11/2008,Memphis Grizzlies,Milwaukee Bucks,14,16,23,29,5,96,28,32,3,101,0
127,14/11/2008,Indiana Pacers,Philadelphia 76ers,11,23,10,29,8,92,22,33,2,94,0
128,14/11/2008,Sacramento Kings,Phoenix Suns,26,24,23,30,4,95,20,31,5,97,0
129,14/11/2008,Charlotte Bobcats,Utah Jazz,3,29,31,29,5,104,19,31,5,96,1
130,14/11/2008,San Antonio Spurs,Houston Rockets,27,10,10,23,7,77,9,24,6,75,1
131,14/11/2008,New York Knicks,Oklahoma City Thunder,20,21,29,33,7,116,17,43,1,106,1
132,15/11/2008,Chicago Bulls,Indiana Pacers,4,11,25,32,5,104,17,31,4,91,1
133,15/11/2008,Cleveland Cavaliers,Utah Jazz,5,29,22,25,11,105,19,25,8,93,1
134,15/11/2008,Philadelphia 76ers,Oklahoma City Thunder,23,21,14,39,6,110,15,32,2,85,1
135,15/11/2008,Los Angeles Clippers,Golden State Warriors,12,9,25,30,6,103,18,41,7,121,0
136,15/11/2008,Minnesota Timberwolves,Portland Trail Blazers,17,25,13,32,2,83,13,24,9,88,0
137,15/11/2008,Milwaukee Bucks,Boston Celtics,16,2,30,26,5,97,32,23,8,102,0
138,15/11/2008,Houston Rockets,New Orleans Hornets,10,19,25,24,6,91,17,28,3,82,1
139,15/11/2008,Atlanta Hawks,New Jersey Nets,1,18,28,26,9,107,31,26,12,119,0
140,16/11/2008,Denver Nuggets,Minnesota Timberwolves,7,17,24,18,10,90,18,27,4,84,1
141,16/11/2008,Charlotte Bobcats,Orlando Magic,3,22,18,29,3,85,19,25,7,90,0
142,16/11/2008,Toronto Raptors,Miami Heat,28,15,29,30,6,107,14,29,8,96,1
143,16/11/2008,Sacramento Kings,San Antonio Spurs,26,27,16,27,6,88,13,25,9,90,0
144,16/11/2008,Phoenix Suns,Detroit Pistons,24,8,16,35,6,104,17,30,3,86,1
145,16/11/2008,New York Knicks,Dallas Mavericks,20,6,13,34,11,114,23,40,7,124,0
146,17/11/2008,Oklahoma City Thunder,Houston Rockets,21,10,18,31,3,89,15,41,1,100,0
147,17/11/2008,Los Angeles Clippers,San Antonio Spurs,12,27,8,33,3,83,6,28,8,86,0
148,17/11/2008,Utah Jazz,Phoenix Suns,29,24,26,37,3,109,20,31,5,97,1
149,18/11/2008,Los Angeles Lakers,Chicago Bulls,13,4,19,41,5,116,24,35,5,109,1
150,18/11/2008,Boston Celtics,New York Knicks,2,20,21,37,5,110,18,28,9,101,1
151,18/11/2008,Denver Nuggets,Milwaukee Bucks,7,16,40,31,4,114,19,28,10,105,1
152,18/11/2008,Orlando Magic,Toronto Raptors,22,28,18,26,11,103,18,33,2,90,1
153,18/11/2008,Memphis Grizzlies,Sacramento Kings,14,26,21,29,10,109,19,33,3,94,1
154,18/11/2008,Washington Wizards,Miami Heat,30,15,23,29,2,87,13,27,9,94,0
155,18/11/2008,Indiana Pacers,Atlanta Hawks,11,1,17,36,8,113,17,29,7,96,1
156,18/11/2008,Charlotte Bobcats,Dallas Mavericks,3,6,20,30,1,83,20,34,4,100,0
157,18/11/2008,New Jersey Nets,Cleveland Cavaliers,18,5,22,27,2,82,30,23,10,106,0
158,18/11/2008,Golden State Warriors,Portland Trail Blazers,9,25,33,30,6,111,20,25,12,106,1
159,19/11/2008,Miami Heat,Toronto Raptors,15,28,10,32,7,95,16,29,9,101,0
160,19/11/2008,New Orleans Hornets,Sacramento Kings,19,26,14,38,2,96,16,34,7,105,0
161,19/11/2008,Atlanta Hawks,Washington Wizards,1,30,17,25,8,91,9,27,8,87,1
162,19/11/2008,Portland Trail Blazers,Chicago Bulls,25,4,25,35,7,116,16,26,2,74,1
163,19/11/2008,Utah Jazz,Milwaukee Bucks,29,16,28,34,3,105,16,30,6,94,1
164,19/11/2008,Minnesota Timberwolves,Philadelphia 76ers,17,23,22,34,4,102,15,39,1,96,1
165,19/11/2008,Houston Rockets,Dallas Mavericks,10,6,22,23,6,86,20,29,6,96,0
166,19/11/2008,San Antonio Spurs,Denver Nuggets,27,7,21,27,2,81,25,24,6,91,0
167,19/11/2008,Oklahoma City Thunder,Los Angeles Clippers,21,12,23,25,5,88,11,41,5,108,0
168,19/11/2008,Detroit Pistons,Cleveland Cavaliers,8,5,15,33,5,96,19,23,8,89,1
169,20/11/2008,Boston Celtics,Detroit Pistons,2,8,19,29,7,98,17,24,5,80,1
170,20/11/2008,Phoenix Suns,Los Angeles Lakers,24,13,10,32,6,92,11,32,10,105,0
171,21/11/2008,Los Angeles Lakers,Denver Nuggets,13,7,16,35,6,104,13,31,5,90,1
172,21/11/2008,Toronto Raptors,New Jersey Nets,28,18,32,31,11,127,16,46,7,129,0
173,21/11/2008,Golden State Warriors,Chicago Bulls,9,4,20,39,4,110,15,35,10,115,0
174,21/11/2008,San Antonio Spurs,Utah Jazz,27,29,20,27,15,119,20,34,2,94,1
175,21/11/2008,Dallas Mavericks,Memphis Grizzlies,6,14,23,22,8,91,12,29,2,76,1
176,21/11/2008,Minnesota Timberwolves,Boston Celtics,17,2,23,23,3,78,17,33,4,95,0
177,21/11/2008,Philadelphia 76ers,Los Angeles Clippers,23,12,19,32,2,89,16,30,4,88,1
178,21/11/2008,Sacramento Kings,Portland Trail Blazers,26,25,12,36,4,96,13,31,14,117,0
